"ID do pedido","Status do pedido","Cancelar Motivo","Status da Devolução / Reembolso","Número de rastreamento","Data de criação do pedido","Nº de referência do SKU principal","Nome do Produto","Número de referência SKU","Nome da variação","Preço acordado","Quantidade","Valor Total","Taxa de comissão","Taxa de serviço","Total global","Valor estimado do frete","Nome de usuário (comprador)"
"240118708W3XW4","Concluído","","","BR240789113089BSPXLM1215374","2024-01-17 22:33","#F748","Colágeno Tipo II + Vit. D + Magnésio Condroflan Ultra Airela Suplemento Alimentar C/60 Cápsulas","#F748","","46.99","1","46.99","5.64","6.76","46.99","11.48","qualidadetotal"
"24011870CN9C7D","Cancelado","Cancelado automaticamente pelo sistema da Shopee. Motivo : Pacote perdido em trânsito. A compensação disponível será creditada em até 7 dias úteis em sua carteira do vendedor","","BR2444249201447SPXLM1216686","2024-01-17 22:35","#F521","Kit C/2 Cartliv Colágeno Tipo 2 Equaliv 60caps Dores E Articulação","#F521","","87.99","2","0.00","0.00","0.00","0.00","11.47","marcosaurliosteinmetz"
"2401187128NVR0","Cancelado","Cancelado automaticamente pelo sistema da Shopee. Motivo : Pedido não pago","","","2024-01-17 22:47","#F117","Rexona Clinical Desodorante Aerosol Antitranspirante 3x 96h com 150ml","#F117-2","Men Sport","19.99","1","0.00","0.00","0.00","0.00","12.63","o7hiaz2huq"
"2401187258BHA1","Cancelado","Cancelado automaticamente pelo sistema da Shopee. Motivo : Pedido não pago","","","2024-01-17 23:07","#F241","Protetor Hidratante Labial Diário Carmed Incolor Sabor Cereja 10g","#F241","","18.99","1","0.00","0.00","0.00","0.00","10.32","amandasampaio640"
"24011876HH8KJS","Concluído","","","BR2400031013662SPXLM1212902","2024-01-18 00:25","#F600","Ômega 3 Lavitan Suplemento Vitamínico C/120 Cápsulas Moles","#F600","","37.99","1","37.99","4.56","6.04","37.98","9.16","kv2g0es2ps"
"2401187704HE4D","Concluído","","","BR2406586622200SPXLM1519109","2024-01-18 00:34","#F118","Lavitan Ômega 3 Mais C/90 Cápsulas","#F118","","41.99","1","77.41","9.12","12.08","65.40","20.43","wl0p0h2xyn"
"2401187704HE4D","Concluído","","","BR2406586622200SPXLM1519109","2024-01-18 00:34","#F734","Lavitan Maca Peruana viron Suplemento Alimentar C/60 Comprimidos","#F734","","34.99","1","77.41","9.12","12.08","65.40","20.43","wl0p0h2xyn"
"24011879XPJS45","Cancelado","Cancelado automaticamente pelo sistema da Shopee. Motivo : Pedido não pago","","","2024-01-18 01:26","#F779","Protetor Solar FPS 50 OAZ Euro Farma Protege e Hidrata Resistente à Água C/200ml","#F779","","36.99","1","0.00","0.00","0.00","0.00","9.16","crizeldamota"
"2401187BWHV0N1","Cancelado","Cancelado automaticamente pelo sistema da Shopee. Motivo : Pedido não pago","","","2024-01-18 02:02","#F600","Ômega 3 Lavitan Suplemento Vitamínico C/120 Cápsulas Moles","#F600","","37.99","1","0.00","0.00","0.00","0.00","35.46","clenimartins160"
"2401187GP1UEJD","Concluído","","","BR245295586953WSPXLM1211419","2024-01-18 03:27","#F748","Colágeno Tipo II + Vit. D + Magnésio Condroflan Ultra Airela Suplemento Alimentar C/60 Cápsulas","#F748","","46.99","1","46.99","5.64","6.76","46.82","11.47","yksibpoz7i"
"2401187KA45MYR","Cancelado","Cancelado automaticamente pelo sistema da Shopee. Motivo : Pedido não pago","","","2024-01-18 04:14","#F600","Ômega 3 Lavitan Suplemento Vitamínico C/120 Cápsulas Moles","#F600","","37.99","1","0.00","0.00","0.00","0.00","6.84","r24s7_uvwa"
"2401187MTA7803","Concluído","","","BR2442337572531SPXLM1212859","2024-01-18 04:41","#F741","Protetor Solar FPS 70 OAZ Euro Farma Resistente à Água C/200ml","#F741","","44.99","1","44.99","5.28","6.52","42.88","9.16","jubilau123"
"2401187SGDW4TB","Concluído","","","BR249200944560CSPXLM1231448","2024-01-18 06:05","#F196","Xô Insetos Repelente de Insetos Spray com 200ml","#F196","","16.99","2","40.82","4.08","8.72","36.50","6.84","iara.01"
"2401187VYTPTWC","Cancelado","Cancelado automaticamente pelo sistema da Shopee. Motivo : Pedido não pago","","","2024-01-18 07:07","#F495","Suplemento Alimentar Catarinense Poli vitamínico Multi Kids C/150ml","#F495","","23.99","1","0.00","0.00","0.00","0.00","6.84","martarodrigues752"
"2401187W3TFN9V","Concluído","","","BR2494976317384SPXLM1209820","2024-01-18 07:09","#F748","Colágeno Tipo II + Vit. D + Magnésio Condroflan Ultra Airela Suplemento Alimentar C/60 Cápsulas","#F748","","46.99","1","56.15","5.64","6.76","56.15","9.16","joaorobertogouvea"
"2401187XQ2V47H","Concluído","","","BR246811344297OSPXLM1216715","2024-01-18 07:38","#F600","Ômega 3 Lavitan Suplemento Vitamínico C/120 Cápsulas Moles","#F600","","37.99","1","37.99","4.56","6.04","37.99","10.32","deborabruna09"
"2401187YWE7CVY","Concluído","","","BR247485013018LSPXLM1217033","2024-01-18 07:59","#F783","Lavitan Ômega 3 1000mg EPA 360mg DHA 240mg C/60 Cápsulas Moles","#F783","","21.99","2","43.98","5.16","9.44","42.98","13.79","silviognr"
"240118819839JT","Concluído","","","BR240793160607B","2024-01-18 08:24","#F196","Xô Insetos Repelente de Insetos Spray com 200ml","#F196","","16.99","1","16.99","2.04","4.36","15.99","11.47","juh202108"
"24011881W1AUS3","Concluído","","","BR249550133494ASPXLM1219977","2024-01-18 08:35","#F600","Ômega 3 Lavitan Suplemento Vitamínico C/120 Cápsulas Moles","#F600","","37.99","1","37.99","4.56","6.04","37.99","9.16","zai0ono3xn"
"240118826PCKXB","Concluído","","","BR242767640962E","2024-01-18 08:40","#F776","Poli vitamínico Infantil Gummies Kids Catarinense S/Tutti Frutti C/30 Gomas","#F776","","34.99","1","34.99","4.20","5.80","34.84","17.25","eliudedantas"
"24011882FPCU0R","Concluído","","","BR2421038044079SPXLM1521324","2024-01-18 08:45","#F748","Colágeno Tipo II + Vit. D + Magnésio Condroflan Ultra Airela Suplemento Alimentar C/60 Cápsulas","#F748","","46.99","1","46.99","5.64","6.76","46.99","11.47","nay.34"
"24011882P4C0HC","Cancelado","Cancelado automaticamente pelo sistema da Shopee. Motivo : Pedido não pago","","","2024-01-18 08:49","#F495","Suplemento Alimentar Catarinense Poli vitamínico Multi Kids C/150ml","#F495","","23.99","2","0.00","0.00","0.00","0.00","10.31","camilaamalcaburio826"
"24011882QDA4V8","Concluído","","","BR2427958441035SPXLM1217586","2024-01-18 08:50","#F495","Suplemento Alimentar Catarinense Poli vitamínico Multi Kids C/150ml","#F495","","23.99","2","47.98","5.76","9.84","47.56","10.31","camilaamalcaburio826"
"240118846J2HYT","Concluído","","","BR2434352833212SPXLM1218895","2024-01-18 09:16","#F600","Ômega 3 Lavitan Suplemento Vitamínico C/120 Cápsulas Moles","#F600","","37.99","1","37.99","4.56","6.04","37.57","9.16","bela27godoy"
"24011885J0G55T","Concluído","","","BR2401837396068SPXLM1219215","2024-01-18 09:40","#F600","Ômega 3 Lavitan Suplemento Vitamínico C/120 Cápsulas Moles","#F600","","37.99","1","37.99","4.56","6.04","37.99","14.94","yonaraenaneis"
"24011885XXE0YP","Concluído","","","BR2466645136927SPXLM1219294","2024-01-18 09:48","#F521","Kit C/2 Cartliv Colágeno Tipo 2 Equaliv 60caps Dores E Articulação","#F521","","87.99","1","87.99","10.56","10.04","87.99","6.84","mariana_agaspar"
"2401188624FVMN","Concluído","","","BR2465761526078SPXLM1219331","2024-01-18 09:49","#F003","Equaliv Ômega 3 C/180 Cápsulas Gelatinosas","#F003","","67.99","1","67.99","8.16","8.44","67.99","14.94","kyvia.andreza"
"24011886E7NNRN","Concluído","","","BR244541230877K","2024-01-18 09:56","#F697","Suplemento Alimentar Ômega 3 1420mg Belnut EPA540 DHA360 C/120 Cápsulas","#F697","","29.99","1","33.87","3.60","5.40","33.87","23.88","betycleide372"
"24011888GWYN55","Concluído","","","BR2427851384836SPXLM1215462","2024-01-18 10:33","#F776","Poli vitamínico Infantil Gummies Kids Catarinense S/Tutti Frutti C/30 Gomas","#F776","","34.99","2","74.57","8.40","11.60","74.57","9.17",""
"24011889D70HVP","Concluído","","","BR240315897334CSPXLM1522319","2024-01-18 10:49","#F017","Cartliv Colágeno Tipo 2 Equaliv 60caps Dores E Articulação","#F017","","47.99","1","57.15","5.76","6.84","57.15","9.16","landiaaparecidasalvador"
"24011889GUAD2R","Cancelado","Cancelado automaticamente pelo sistema da Shopee. Motivo : Pedido não pago","","","2024-01-18 10:51","#F748","Colágeno Tipo II + Vit. D + Magnésio Condroflan Ultra Airela Suplemento Alimentar C/60 Cápsulas","#F748","","46.99","1","0.00","0.00","0.00","0.00","7.99","lucianorodrigues113"
"2401188B183B30","Concluído","","","BR2449407015062SPXLM1219293","2024-01-18 11:18","#F522","Kit C/3 Cartliv Colágeno Tipo 2 Equaliv 60caps Dores E Articulação","#F522","","127.99","1","133.15","15.36","13.24","133.12","10.31","angelicas93"
"2401188B5T0UAS","Concluído","","","BR246997923304JSPXLM1216962","2024-01-18 11:21","#F017","Cartliv Colágeno Tipo 2 Equaliv 60caps Dores E Articulação","#F017","","47.99","1","47.99","5.76","6.84","47.99","14.94","juliamsc18"
"2401188BH0MSBQ","Concluído","","","BR245032483951NSPXLM1216049","2024-01-18 11:27","#F521","Kit C/2 Cartliv Colágeno Tipo 2 Equaliv 60caps Dores E Articulação","#F521","","87.99","1","87.99","10.56","10.04","87.65","11.47","aninhaalvesk"
"2401188CMCMMBC","Concluído","","","BR2464115059461SPXLM1217899","2024-01-18 11:47","#F017","Cartliv Colágeno Tipo 2 Equaliv 60caps Dores E Articulação","#F017","","47.99","1","52.58","5.76","6.84","52.58","9.17","julianasales713"
"2401188CPDGB0U","Concluído","","","BR245813735783LSPXLM1223422","2024-01-18 11:48","#F360","Helioderm Suncare Protetor Solar Corporal FPS 70 com 200ml 3em1","#F360","","49.99","1","49.99","6.00","7.00","49.99","7.99","gerenunes869"
"2401188CT6MNVM","Concluído","","","BR249900349869DSPXLM1218664","2024-01-18 11:50","#F017","Cartliv Colágeno Tipo 2 Equaliv 60caps Dores E Articulação","#F017","","47.99","1","47.99","5.76","6.84","44.04","9.16","fabiorocha1979"
"2401188DJEWB0V","Concluído","","","BR2449321355467SPXLM1217798","2024-01-18 12:04","#F584","Vitaminas Neo Química Mulher Saúde da Pele, Cabelo e Unhas C/60 Comprimidos - Kit C/3","#F584","","33.99","1","33.99","4.08","5.72","33.99","9.16","thicle"
"2401188DYT42CU","Concluído","","","BR2445406860173SPXLM1217379","2024-01-18 12:11","#F600","Ômega 3 Lavitan Suplemento Vitamínico C/120 Cápsulas Moles","#F600","","37.99","1","37.99","4.56","6.04","37.41","11.47","samanthacvqueiroz"
"2401188E4C367Y","Concluído","","","BR2452788980845SPXLM1217114","2024-01-18 12:14","#F003","Equaliv Ômega 3 C/180 Cápsulas Gelatinosas","#F003","","67.99","1","68.42","8.16","8.44","67.08","20.43","guhhbittencourt"
"2401188E6A1YW8","Concluído","","","BR2447941942690SPXLM1216037","2024-01-18 12:15","#F522","Kit C/3 Cartliv Colágeno Tipo 2 Equaliv 60caps Dores E Articulação","#F522","","128.99","1","128.99","15.48","13.32","126.15","9.16","franciellycs"
"2401188ECVTHCR","Cancelado","Cancelado automaticamente pelo sistema da Shopee. Motivo : Pedido não pago","","","2024-01-18 12:19","#F600","Ômega 3 Lavitan Suplemento Vitamínico C/120 Cápsulas Moles","#F600","","37.99","1","0.00","0.00","0.00","0.00","17.25","mariaclaraa_01"
"2401188F1V56QC","Concluído","","","BR2487411272758SPXLM1217604","2024-01-18 12:30","#F003","Equaliv Ômega 3 C/180 Cápsulas Gelatinosas","#F003","","67.99","1","67.99","8.16","8.44","67.99","13.79","2zrub9buao"
"2401188F2K30FH","Concluído","","","BR249285098214SSPXLM1215696","2024-01-18 12:31","#F521","Kit C/2 Cartliv Colágeno Tipo 2 Equaliv 60caps Dores E Articulação","#F521","","87.99","1","87.99","10.56","10.04","87.99","9.16","luizsilvianomoreira"
"2401188FB4S7MF","Concluído","","Pedido cancelado","BR2461048666922SPXLM1219477","2024-01-18 12:35","#F697","Suplemento Alimentar Ômega 3 1420mg Belnut EPA540 DHA360 C/120 Cápsulas","#F697","","29.99","1","29.99","3.60","5.40","29.95","7.99","cesarnego911"
"2401188FFSKAG6","Cancelado","Cancelado automaticamente pelo sistema da Shopee. Motivo : Pedido não pago","","","2024-01-18 12:38","#F017","Cartliv Colágeno Tipo 2 Equaliv 60caps Dores E Articulação","#F017","","47.99","1","0.00","0.00","0.00","0.00","9.16","ritaaparecidaduran"
"2401188FJXN0W2","Cancelado","Cancelado automaticamente pelo sistema da Shopee. Motivo : Pedido não pago","","","2024-01-18 12:40","#F017","Cartliv Colágeno Tipo 2 Equaliv 60caps Dores E Articulação","#F017","","47.99","1","0.00","0.00","0.00","0.00","9.16","ritaaparecidaduran"
"2401198GW52T6X","Cancelado","Cancelado automaticamente pelo sistema da Shopee. Motivo : Pedido não pago","","","2024-01-18 13:03","#F017","Cartliv Colágeno Tipo 2 Equaliv 60caps Dores E Articulação","#F017","","47.99","1","0.00","0.00","0.00","0.00","9.16","ritaaparecidaduran"
"2401198GY4WQXQ","Cancelado","Cancelado automaticamente pelo sistema da Shopee. Motivo : Pedido não pago","","","2024-01-18 13:05","#F017","Cartliv Colágeno Tipo 2 Equaliv 60caps Dores E Articulação","#F017","","47.90","1","0.00","0.00","0.00","0.00","9.16","ritaaparecidaduran"
"2401198GYEFYHD","Concluído","","","BR2465744283597SPXLM1217669","2024-01-18 13:05","#F196","Xô Insetos Repelente de Insetos Spray com 200ml","#F196","","16.99","1","16.99","2.04","4.36","16.99","13.79","gabrieledovale"
"2401198GYVT577","Concluído","","","BR2460150460816SPXLM1214618","2024-01-18 13:05","#F600","Ômega 3 Lavitan Suplemento Vitamínico C/120 Cápsulas Moles","#F600","","37.99","1","43.15","4.56","6.04","43.15","10.31","denovoesempreassim"
"2401198H2A07BM","Cancelado","Cancelado automaticamente pelo sistema da Shopee. Motivo : Pedido não pago","","","2024-01-18 13:06","#F017","Cartliv Colágeno Tipo 2 Equaliv 60caps Dores E Articulação","#F017","","47.90","1","0.00","0.00","0.00","0.00","9.16","ritaaparecidaduran"
"2401198HGGWDP4","Concluído","","Solicitação aprovada","BR240251276785MSPXLM1521035","2024-01-18 13:14","#F600","Ômega 3 Lavitan Suplemento Vitamínico C/120 Cápsulas Moles","#F600","","37.99","1","0.00","0.00","0.00","0.00","9.16","fabyulacaceres"
"2401198HP812SH","Concluído","","","BR2484829016725SPXLM1217320","2024-01-18 13:17","#F003","Equaliv Ômega 3 C/180 Cápsulas Gelatinosas","#F003","","67.99","1","68.42","8.16","8.44","67.95","20.43","ingleydiane"
"2401198HXUMWC6","Concluído","","","BR2449069176989SPXLM1216064","2024-01-18 13:22","#F600","Ômega 3 Lavitan Suplemento Vitamínico C/120 Cápsulas Moles","#F600","","37.99","1","47.16","4.56","6.04","47.16","9.17","nandadd.s"
"2401198J2JTU1A","Concluído","","","BR249526535376OSPXLM1217919","2024-01-18 13:24","#F521","Kit C/2 Cartliv Colágeno Tipo 2 Equaliv 60caps Dores E Articulação","#F521","","87.99","1","96.62","10.56","10.04","96.62","17.25","lauraferreira842"
"2401198J3HCC1D","Cancelado","Cancelado automaticamente pelo sistema da Shopee. Motivo : Pedido não pago","","","2024-01-18 13:25","#F748","Colágeno Tipo II + Vit. D + Magnésio Condroflan Ultra Airela Suplemento Alimentar C/60 Cápsulas","#F748","","46.99","3","0.00","0.00","0.00","0.00","10.31","ameliachagas"
"2401198KB5RPM4","Concluído","","","BR2419733081319SPXLM1218892","2024-01-18 13:47","#F600","Ômega 3 Lavitan Suplemento Vitamínico C/120 Cápsulas Moles","#F600","","37.99","1","49.46","4.56","6.04","49.46","11.47","daibiologa"
"2401198KGKB2HD","Concluído","","","BR249235087419ASPXLM1216262","2024-01-18 13:50","#F017","Cartliv Colágeno Tipo 2 Equaliv 60caps Dores E Articulação","#F017","","47.99","1","47.99","5.76","6.84","47.99","10.31","norismaciel"
"2401198KT2J6AX","Concluído","","","BR242914707050BSPXLM1221115","2024-01-18 13:55","#F003","Equaliv Ômega 3 C/180 Cápsulas Gelatinosas","#F003","","67.99","1","78.30","8.16","8.44","78.30","10.31","tatianeprehll"
"2401198M2UXG1D","Concluído","","","BR2477470853700SPXLM1215034","2024-01-18 14:00","#F003","Equaliv Ômega 3 C/180 Cápsulas Gelatinosas","#F003","","67.99","1","67.99","8.16","8.44","67.99","10.32","elainepucutinho"
"2401198MBARWFX","Concluído","","","BR246218352804M","2024-01-18 14:05","#F495","Suplemento Alimentar Catarinense Poli vitamínico Multi Kids C/150ml","#F495","","23.99","1","24.42","2.88","4.92","24.42","20.43","priscilapontes947"
"2401198MTDC99A","Concluído","","","BR2486471379517SPXLM1217338","2024-01-18 14:13","#F017","Cartliv Colágeno Tipo 2 Equaliv 60caps Dores E Articulação","#F017","","47.99","1","47.99","5.76","6.84","47.99","7.99","franzinhadocinho"
"2401198N4PASHQ","Concluído","","","BR240195370242DSPXLM1217906","2024-01-18 14:19","#F017","Cartliv Colágeno Tipo 2 Equaliv 60caps Dores E Articulação","#F017","","47.99","1","47.99","5.76","6.84","47.99","9.16","gabiz1nha4"
"2401198NNPVFBF","Concluído","","","BR246458808047ESPXLM1218206","2024-01-18 14:29","#F003","Equaliv Ômega 3 C/180 Cápsulas Gelatinosas","#F003","","67.99","1","67.99","8.16","8.44","67.23","11.47","cobucci10"
"2401198PGP0FE4","Concluído","","","BR2442424990254SPXLM1216812","2024-01-18 14:44","#F003","Equaliv Ômega 3 C/180 Cápsulas Gelatinosas","#F003","","67.99","1","67.99","8.16","8.44","67.99","9.16","alcionedesousalucio"
"2401198QQ71V0W","Concluído","","","BR240757566798ZSPXLM1221276","2024-01-18 15:05","#F776","Poli vitamínico Infantil Gummies Kids Catarinense S/Tutti Frutti C/30 Gomas","#F776","","34.99","2","69.98","8.40","11.60","69.98","7.99","priscilamshorta"
"2401198RHDAMWA","Cancelado","Cancelado automaticamente pelo sistema da Shopee. Motivo : Pedido não pago","","","2024-01-18 15:20","#F600","Ômega 3 Lavitan Suplemento Vitamínico C/120 Cápsulas Moles","#F600","","37.99","1","0.00","0.00","0.00","0.00","9.16","erickmssp"
"2401198RPS0JXE","Cancelado","Cancelado pelo comprador. Motivo : Outros","","","2024-01-18 15:23","#F241","Protetor Hidratante Labial Diário Carmed Incolor Sabor Cereja 10g","#F241","","18.99","1","0.00","0.00","0.00","0.00","17.25","aize958sv9"
"2401198RSQCTNM","Concluído","","","BR240046688600A","2024-01-18 15:25","#F241","Protetor Hidratante Labial Diário Carmed Incolor Sabor Cereja 10g","#F241","","18.99","1","18.99","2.28","4.52","18.62","17.25","aize958sv9"
"2401198SB3CNR1","Cancelado","Cancelado automaticamente pelo sistema da Shopee. Motivo : Pedido não pago","","","2024-01-18 15:34","#F302","Repelente OFF! Kids em Loção C/200ml - 4h de Proteção","#F302","","24.99","1","0.00","0.00","0.00","0.00","11.47","adrielekellen"
"2401198STP5V7D","Cancelado","Cancelado automaticamente pelo sistema da Shopee. Motivo : Pedido não pago","","","2024-01-18 15:43","#F017","Cartliv Colágeno Tipo 2 Equaliv 60caps Dores E Articulação","#F017","","47.99","1","0.00","0.00","0.00","0.00","9.16","27mzdw1zun"
"2401198SX7QJKK","Concluído","","","BR248689649231BSPXLM1216524","2024-01-18 15:45","#F600","Ômega 3 Lavitan Suplemento Vitamínico C/120 Cápsulas Moles","#F600","","37.99","1","44.83","4.44","5.96","43.83","6.84","yalenascimento448"
"2401198T08H0VG","Concluído","","","BR2410870947193SPXLM1217855","2024-01-18 15:46","#F017","Cartliv Colágeno Tipo 2 Equaliv 60caps Dores E Articulação","#F017","","47.99","1","47.99","5.76","6.84","47.99","9.16","27mzdw1zun"
"2401198T9AEJSF","Concluído","","","BR2490545504184SPXLM1218302","2024-01-18 15:51","#F600","Ômega 3 Lavitan Suplemento Vitamínico C/120 Cápsulas Moles","#F600","","37.99","1","45.98","4.56","6.04","45.98","7.99","s7xb2nkw46"
"2401198UWEDW43","Concluído","","","BR2422157817636SPXLM1219406","2024-01-18 16:20","#F495","Suplemento Alimentar Catarinense Poli vitamínico Multi Kids C/150ml","#F495","","23.99","2","47.98","5.76","9.84","47.75","9.16","joseirandossantosoliveir"
"2401198VE5E3TB","Concluído","","","BR240550406748OSPXLM1218184","2024-01-18 16:30","#F011","Suplememto Vitaminico  Lavitan A-z Mulher Com 90 Comprimidos","#F011","","25.99","1","25.99","3.12","5.08","25.38","9.16","paloma_fagundes"
"2401198WD0GQFX","Concluído","","","BR243903347335HSPXLM1218196","2024-01-18 16:47","#F495","Suplemento Alimentar Catarinense Poli vitamínico Multi Kids C/150ml","#F495","","23.99","2","47.98","5.76","9.84","47.98","10.31","crisleinemarmentini"
"2401198X26JJBC","Concluído","","","BR241209831412BSPXLM1220856","2024-01-18 16:59","#F017","Cartliv Colágeno Tipo 2 Equaliv 60caps Dores E Articulação","#F017","","47.99","1","47.99","5.76","6.84","47.99","10.31","sarateresacaumo"
"2401198X8HPM7V","Concluído","","","BR249705281545SSPXLM1215835","2024-01-18 17:02","#F779","Protetor Solar FPS 50 OAZ Euro Farma Protege e Hidrata Resistente à Água C/200ml","#F779","","36.99","1","36.99","4.44","5.96","36.99","11.47","geovannamari2201"
"2401198Y5QBYQT","Cancelado","Cancelado automaticamente pelo sistema da Shopee. Motivo : Pedido não pago","","","2024-01-18 17:19","#F017","Cartliv Colágeno Tipo 2 Equaliv 60caps Dores E Articulação","#F017","","47.99","1","0.00","0.00","0.00","0.00","10.31","fransielecaumogrein"
"2401198YBN3HB9","Concluído","","","BR247918165893GSPXLM1215344","2024-01-18 17:22","#F521","Kit C/2 Cartliv Colágeno Tipo 2 Equaliv 60caps Dores E Articulação","#F521","","87.99","1","87.99","10.56","10.04","87.99","10.31","fransielecaumogrein"
"2401198YYUP594","Concluído","","","BR240191903802NSPXLM1220421","2024-01-18 17:33","#F600","Ômega 3 Lavitan Suplemento Vitamínico C/120 Cápsulas Moles","#F600","","37.99","1","37.99","4.56","6.04","37.83","11.48","edneenunes"
"24011990PGFP1C","Concluído","","","BR246729061125OSPXLM1214756","2024-01-18 17:46","#F241","Protetor Hidratante Labial Diário Carmed Incolor Sabor Cereja 10g","#F241","","18.99","1","18.99","2.28","4.52","18.87","9.16","kryspaola"
"24011990RQ1FM6","Concluído","","","BR2434188161849SPXLM1220798","2024-01-18 17:47","#F003","Equaliv Ômega 3 C/180 Cápsulas Gelatinosas","#F003","","67.99","1","67.99","8.16","8.44","67.00","9.16","souraiaa"
"24011992SSWNW2","Concluído","","","BR245759944263JSPXLM1220519","2024-01-18 18:24","#F360","Helioderm Suncare Protetor Solar Corporal FPS 70 com 200ml 3em1","#F360","","49.99","1","56.31","6.00","7.00","56.31","12.63","neusaaugusta558"
"2401199390847U","Concluído","","","BR246830449199LSPXLM1526815","2024-01-18 18:32","#F017","Cartliv Colágeno Tipo 2 Equaliv 60caps Dores E Articulação","#F017","","47.90","1","47.90","5.75","6.83","47.90","9.16","ritaaparecidaduran"
"24011993SJHMEM","Concluído","","","BR247483120426CSPXLM1214992","2024-01-18 18:41","#F003","Equaliv Ômega 3 C/180 Cápsulas Gelatinosas","#F003","","67.99","1","67.99","8.16","8.44","67.77","10.32","hosanasantos439"
"240119948AHSKU","Concluído","","","BR2415914431761SPXLM1218850","2024-01-18 18:50","#F003","Equaliv Ômega 3 C/180 Cápsulas Gelatinosas","#F003","","67.99","1","67.99","8.16","8.44","60.60","13.79","margaridaalmeida934"
"24011994BXY935","Cancelado","Cancelado automaticamente pelo sistema da Shopee. Motivo : Pedido não pago","","","2024-01-18 18:52","#F361","Helioderm Suncare Protetor Solar Corporal FPS 70 com 120ml 3 em 1","#F361","","47.99","1","0.00","0.00","0.00","0.00","10.31","fabianaf83"
"24011994X6HW4B","Cancelado","Cancelado automaticamente pelo sistema da Shopee. Motivo : Pedido não pago","","","2024-01-18 19:02","#F780","Protetor Solar FPS 50 OAZ Euro Farma Protege e Hidrata Resistente à Água C/200ml - Kit C/2","#F780","","67.99","1","0.00","0.00","0.00","0.00","11.47","nildapereiratavares640"
"24011995T70C4B","Concluído","","","BR244805716339LSPXLM1219190","2024-01-18 19:18","#F003","Equaliv Ômega 3 C/180 Cápsulas Gelatinosas","#F003","","67.99","1","67.99","8.16","8.44","67.99","9.16","mariosi7"
"240119964G0P6H","Concluído","","","BR242351806698CSPXLM1217163","2024-01-18 19:23","#F017","Cartliv Colágeno Tipo 2 Equaliv 60caps Dores E Articulação","#F017","","47.99","1","56.62","5.76","6.84","56.46","17.25","relenesilva"
"24011996YRP7KE","Concluído","","","BR243367437236KSPXLM1220389","2024-01-18 19:39","#F600","Ômega 3 Lavitan Suplemento Vitamínico C/120 Cápsulas Moles","#F600","","37.99","1","37.99","4.56","6.04","37.99","11.47","felipehenrique220"
"24011997DYKC3W","Concluído","","","BR247856449648DSPXLM1217513","2024-01-18 19:47","#F600","Ômega 3 Lavitan Suplemento Vitamínico C/120 Cápsulas Moles","#F600","","37.99","1","42.57","4.56","6.04","42.57","9.16","rayssanunes123"
"24011997EEV14Q","Concluído","","","BR241164567058ASPXLM1521652","2024-01-18 19:47","#F600","Ômega 3 Lavitan Suplemento Vitamínico C/120 Cápsulas Moles","#F600","","37.99","1","37.99","4.56","6.04","37.99","7.99","azzeitona"
"24011997WVUC1V","Cancelado","Cancelado automaticamente pelo sistema da Shopee. Motivo : Pedido não pago","","","2024-01-18 19:55","#F454","Shake E Vitaminas Emagrecedor Sabor Morango 210g","#F454","","18.99","1","0.00","0.00","0.00","0.00","22.74","gleicymarcos"
"2401199830W1DK","Concluído","","","BR244970945262USPXLM1222217","2024-01-18 19:58","#F017","Cartliv Colágeno Tipo 2 Equaliv 60caps Dores E Articulação","#F017","","47.99","1","47.99","5.76","6.84","47.99","9.16","leticiachaves883"
"24011998EJUJNN","Concluído","","","BR2420141919446SPXLM1217374","2024-01-18 20:05","#F511","Kit C/2 Vitamina C Infantil Sabor Laranja Ágil-C Kids C/25 Gomas","#F511","","16.99","1","16.99","2.04","4.36","15.76","9.16","tamirestrindade589"
"24011998RM8T5B","Concluído","","","BR240532523995JSPXLM1218772","2024-01-18 20:10","#F600","Ômega 3 Lavitan Suplemento Vitamínico C/120 Cápsulas Moles","#F600","","37.99","1","47.15","4.56","6.04","47.15","9.16","joscarlossouza817"
"24011998SGU7H7","Concluído","","","BR248869552266TSPXLM1221109","2024-01-18 20:11","#F776","Poli vitamínico Infantil Gummies Kids Catarinense S/Tutti Frutti C/30 Gomas","#F776","","34.99","2","81.45","8.40","11.60","79.28","11.47","leidyisabel"
"2401199972RXSK","Concluído","","","BR249167609184ASPXLM1218945","2024-01-18 20:18","#F743","Protetor Solar FPS 70 OAZ Euro Farma Resistente à Água C/200ml - Kit C/3","#F743","","123.99","1","129.15","14.88","12.92","129.15","10.31","8_fis8eqn4"
"24011999DEWAGV","Concluído","","","BR2474254297859SPXLM1215163","2024-01-18 20:22","#F017","Cartliv Colágeno Tipo 2 Equaliv 60caps Dores E Articulação","#F017","","47.99","1","47.99","5.76","6.84","47.99","11.47","missayrefernandes"
"24011999FETF48","Concluído","","","BR245195208617M","2024-01-18 20:23","#F697","Suplemento Alimentar Ômega 3 1420mg Belnut EPA540 DHA360 C/120 Cápsulas","#F697","","29.99","1","29.99","3.60","5.40","29.99","17.25","u8algy5ps5"
"2401199A148VVS","Concluído","","","BR2473729081679SPXLM1219266","2024-01-18 20:33","#F521","Kit C/2 Cartliv Colágeno Tipo 2 Equaliv 60caps Dores E Articulação","#F521","","87.99","1","87.99","10.56","10.04","87.99","11.47","aline.cassia.m"
